preymass,lionprob,hyenaprob
10.0,0.10669793602303548,0.26879534360274215
10.232929922807541,0.10935814452925449,0.2645594477100241
10.471285480508996,0.11204052039231616,0.2604154016776943
10.715193052376065,0.11474255833987261,0.2563633881938814
10.964781961431852,0.11746161712407875,0.25240351688422197
11.220184543019636,0.12019492412199888,0.24853582622420256
11.481536214968829,0.12293958099930949,0.24476028570477032
11.748975549395297,0.1256925704567883,0.2410767982347319
12.02264434617413,0.12845076406802267,0.2374852027620444
12.302687708123818,0.13121093120471983,0.233985277094981
12.589254117941675,0.13396974903309047,0.2305767409033058
12.882495516931343,0.1367238135511834,0.22725925887902168
13.182567385564074,0.13946965162297403,0.22403244403594913
13.489628825916533,0.14220373395068917,0.2208958611273369
13.803842646028846,0.14492248891253384,0.21784903016087226
14.12537544622754,0.1476223171789606,0.2148914299908527
14.454397707459272,0.15029960700716855,0.21202250196784578
14.791083881682072,0.1529507501009324,0.20924165362691294
15.13561248436208,0.15557215791144388,0.2065482623963572
15.488166189124811,0.15816027824486686,0.20394167930996285
15.848931924611133,0.16071161203403692,0.20142123270680157
16.218100973589298,0.1632227301254058,0.19898623190386044
16.595869074375607,0.16569028992813653,0.19663597082798637
16.982436524617444,0.16811105177035282,0.19436973159490686
17.378008287493753,0.17048189480804535,0.19218678802437889
17.78279410038923,0.1727998323350731,0.19008640908179933
18.197008586099834,0.17506202634807871,0.18806786223787963
18.620871366628677,0.17726580122788488,0.18613041673922645
19.054607179632473,0.1794086564089312,0.18427334678386603
19.498445997580454,0.18148827792036992,0.18249593459689462
19.952623149688797,0.1835025486963318,0.18079747340252328
20.417379446695296,0.18544955756832418,0.1791772702898019
20.892961308540396,0.18732760686942654,0.17763464897025488
21.379620895022324,0.1891352185975584,0.1761689524265311
21.87761623949553,0.1908711391032648,0.17477954545196225
22.3872113856834,0.19253434228582825,0.17346581708164072
22.908676527677734,0.194124031299718,0.1722271829162573
23.442288153199225,0.19563963879108562,0.17106308734049683
23.9883291901949,0.19708082570088348,0.16997300563826637
24.547089156850298,0.19844747868693968,0.16895644600743073
25.118864315095795,0.1997397062317062,0.1680129514770594
25.703957827688633,0.2009578335152043,0.1671421017304452
26.302679918953814,0.20210239614375677,0.1663435148373442
26.915348039269155,0.20317413283430652,0.16561684889901468
27.542287033381662,0.20417397716140043,0.16496180360969345
28.183829312644534,0.20510304847926766,0.16437812173815847
28.84031503126606,0.20596264213483242,0.16386559053297767
29.512092266663856,0.2067542190890738,0.16342404305494782
30.19951720402016,0.20747939506395274,0.16305335944007976
30.902954325135905,0.2081399293303105,0.16275346809629854
31.622776601683793,0.20873771324885493,0.16252434683679304
32.359365692962825,0.20927475867176284,0.16236602395268135
33.11311214825911,0.2097531863067233,0.16227857922734623
33.884415613920254,0.21017521413861506,0.1622621448944581
34.673685045253166,0.21054314599664814,0.1623169065413217
35.48133892335755,0.21085936034688596,0.16244310395878278
36.30780547701014,0.21112629938178823,0.16264103193849114
37.15352290971726,0.21134645846993197,0.16291104101785533
38.018939632056124,0.21152237602055146,0.1632535381725352
38.90451449942807,0.21165662380910572,0.1636689874558005
39.810717055349734,0.21175179780187112,0.16415791058354423
40.73802778041128,0.21181050950966424,0.1647208874631784
41.68693834703355,0.21183537789331439,0.16535855666404634
42.65795188015925,0.21182902183648591,0.1660716158263818
43.65158322401658,0.21179405319496733,0.16686082200521185
44.6683592150963,0.21173307042560915,0.1677269919449494
45.708818961487495,0.2116486527927487,0.1686710022797502
46.77351412871981,0.2115433551452001,0.1696937896540208
47.86300923226383,0.21141970325271736,0.17079635075675728
48.97788193684461,0.21128018968724474,0.17197974226267498
50.11872336272722,0.2111272702312244,0.17324508067235203
51.28613839913648,0.21096336079271996,0.17459354204286953
52.48074602497726,0.2107908348050956,0.17602636159967375
53.70317963702527,0.21061202108743185,0.1775448332196317
54.954087385762456,0.2104292021407238,0.17915030877449226
56.23413251903491,0.2102446128541536,0.18084419732321252
57.543993733715695,0.2100604395953197,0.1826279641408642
58.8843655355589,0.20987881965819571,0.1845031295711066
60.25595860743578,0.20970184104275427,0.18647126768850777
61.65950018614822,0.20953154254057277,0.18853400475631868
63.09573444801933,0.20936991410131886,0.19069301746467013
64.56542290346556,0.20921889745575645,0.19295003093357477
66.06934480075961,0.2090803869717769,0.19530681646458925
67.60829753919819,0.20895623072093764,0.19776518902453746
69.18309709189366,0.2088482317340371,0.20032700444432697
70.79457843841381,0.20875814942535822,0.20299415631561726
72.44359600749902,0.208687701166355,0.20576857256794864
74.13102413009177,0.2086385639907061,0.20865221170891227
75.85775750291836,0.20861237641382138,0.2116470587100681
77.62471166286916,0.20861074035102897,0.21475512052161239
79.43282347242814,0.2086352231197946,0.2179784211992702
81.2830516164099,0.208687359512413,0.22131899662757804
83.17637711026708,0.2087686539266614,0.22477888882463018
85.11380382023764,0.2088805825429102,0.22836013981452252
87.09635899560806,0.20902459553713487,0.23206478505515285
89.12509381337455,0.20920211932017338,0.23589484641075084
91.20108393559097,0.20941455879441126,0.23985232466053122
93.3254300796991,0.20966329961985664,0.24393919153720836
95.4992586021436,0.20994971048228644,0.2481573812917964
97.72372209558107,0.21027514535680272,0.25250878178416003
100.0,0.21064094576073533,0.25699522510218653
102.32929922807536,0.2110484429903592,0.2616184777162291
104.71285480508996,0.21149896033637447,0.2663802301796287
107.1519305237606,0.21199381527350747,0.2712820863906462
109.64781961431851,0.2125343216199535,0.27632555243604556
112.2018454301963,0.21312179166267708,0.2815120250418025
114.81536214968828,0.21375753824483476,0.2868427796620154
117.48975549395291,0.21444287681177152,0.2923189582429639
120.22644346174131,0.2151791274121832,0.2979415567054321
123.02687708123811,0.21596761665111688,0.3037114121947708
125.89254117941675,0.21680967959152353,0.3096291901547329
128.82495516931337,0.21770666160105492,0.31569537128773617
131.82567385564073,0.21865992014074156,0.32191023847089834
134.89628825916532,0.21967082649207326,0.3282738637037758
138.03842646028852,0.22074076741885235,0.3347860951702184
141.2537544622754,0.22187114675998545,0.34144654450293394
144.5439770745928,0.22306338694913924,0.3482545743452207
147.91083881682073,0.22431893045689114,0.3552092863096603
151.35612484362088,0.22563924115068137,0.36230950943834667
154.88166189124811,0.22702580556749474,0.36955378927323046
158.48931924611142,0.22848013409379017,0.3769403776483559
162.18100973589299,0.23000376204673922,0.3844672233179389
165.95869074375614,0.2315982506503455,0.392131963535347
169.82436524617444,0.23326518789948192,0.39993191669789663
173.78008287493762,0.23500618930431882,0.4078640761709518
177.82794100389228,0.23682289850701058,0.41592510540192984
181.97008586099827,0.23871698776187666,0.4241113344304783
186.20871366628674,0.24069015826964058,0.43241875789517087
190.54607179632464,0.24274414035560307,0.44084303462959823
194.98445997580455,0.2448806934808999,0.44937948893165025
199.52623149688787,0.24710160607525758,0.4580231135791322
204.17379446695296,0.24940869517890005,0.4667685746527065
208.92961308540387,0.25180380588049317,0.4756102182135074
213.79620895022325,0.2542888105372366,0.48454207886786804
218.77616239495518,0.25686560776243983,0.4935578902354207
223.872113856834,0.2595361211651581,0.5026510973197152
229.08676527677724,0.26230229782571574,0.5118148707625025
234.42288153199226,0.2651661064902334,0.5210421229443021
239.88329190194898,0.2681295354665995,0.5303255258749618
245.4708915685031,0.2711945902037113,0.5396575307989958
251.18864315095797,0.274363290535259,0.5490303894217308
257.03957827688646,0.27763766756887315,0.5584361766441048
263.02679918953817,0.28101976020109076,0.5678668146765284
269.1534803926917,0.28451161123837976,0.5773140983859399
275.4228703338166,0.2881152631043704,0.5867697217152248
281.8382931264455,0.29183275311354606,0.5962253050009076
288.40315031266056,0.29566610829193163,0.605672423003578
295.1209226666387,0.29961733972584753,0.6151026334562053
301.9951720402016,0.30368843642056537,0.6245075059283972
309.0295432513592,0.3078813586517812,0.6338786507999938
316.22776601683796,0.31219803079420205,0.6432077481351626
323.5936569296281,0.316640333613295,0.6524865762485047
331.1311214825911,0.3212100960083758,0.6617070397575208
338.84415613920237,0.3259090861977817,0.670861196921123
346.73685045253166,0.3307390023398881,0.6799412860716189
354.8133892335753,0.33570146258724015,0.6889397509575428
363.0780547701014,0.3407979945751058,0.6978492648268203
371.5352290971724,0.3460300243503354,0.7066627530936413
